Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Age,km_year
Vaz,Rare,1991,Sedan,30503.0,1000.0,Petrol,Manual,10000.0,31,983.9677419354839
Toyota,Camry,2012,Sedan,88000.0,2500.0,Petrol,Automatic,12200.0,10,8800.0
Renault,Megane,2009,Universal,189000.0,1500.0,Diesel,Manual,5300.0,13,14538.461538461539
Mercedes,Series (W124),1991,Sedan,161000.0,3000.0,Petrol,Manual,3900.0,31,5193.548387096775
Vaz,2107,2001,Sedan,565789.0,1600.0,Petrol,Manual,1200.0,21,26942.333333333332
Mercedes,B Class,2006,Hatchback,230000.0,2000.0,Diesel,Manual,3551.0,16,14375.0
Audi,80,1993,Sedan,400000.0,2000.0,Metan/Propan,Manual,1800.0,29,13793.103448275862
BMW,5 Series,2004,Sedan,5000.0,2500.0,Petrol,Manual,7500.0,18,277.77777777777777
Mercedes,Rare,2016,Coupe,53000.0,3000.0,Petrol,Automatic,30500.0,6,8833.333333333334
Vaz,Rare,1994,Coupe,68000.0,1500.0,Petrol,Manual,7000.0,28,2428.5714285714284
Dacia,Sandero,2011,Hatchback,260000.0,1200.0,Metan/Propan,Manual,3600.0,11,23636.363636363636
Hyundai,Santa FE,2014,SUV,98000.0,2000.0,Petrol,Automatic,15000.0,8,12250.0
Volkswagen,Golf,2001,Hatchback,340000.0,1900.0,Diesel,Manual,3000.0,21,16190.47619047619
Opel,Astra,2012,Universal,174000.0,1300.0,Diesel,Manual,6700.0,10,17400.0
Volkswagen,Passat,2000,Sedan,30000.0,1600.0,Petrol,Manual,3200.0,22,1363.6363636363637
Volkswagen,Passat,1991,Sedan,337000.0,1800.0,Petrol,Manual,1200.0,31,10870.967741935483
Audi,A6,2003,Sedan,280000.0,1900.0,Diesel,Manual,1950.0,19,14736.842105263158
Mercedes,Viano,2007,Universal,183970.0,300.0,Diesel,Automatic,10000.0,15,12264.666666666666
KIA,Rare,2007,Sedan,200000.0,3800.0,Metan/Propan,Automatic,7500.0,15,13333.333333333334
Honda,Accord,1996,Sedan,250000.0,2000.0,Diesel,Manual,1200.0,26,9615.384615384615
Volkswagen,Golf,2008,Sedan,153000.0,1400.0,Petrol,Manual,6500.0,14,10928.57142857143
Mazda,Rare,2017,Crossover,240000.0,2191.0,Diesel,Automatic,24000.0,5,48000.0
Vaz,2106,1991,Hatchback,180000.0,1300.0,Petrol,Manual,4000.0,31,5806.451612903225
Mercedes,Rare,2003,Universal,280000.0,1700.0,Diesel,Automatic,3200.0,19,14736.842105263158
Volkswagen,Passat,1994,Sedan,379000.0,1900.0,Diesel,Manual,2600.0,28,13535.714285714286
Dacia,Sandero,2012,Hatchback,143000.0,1200.0,Petrol,Manual,3950.0,10,14300.0
Lexus,CT Series,2011,Hatchback,129000.0,1800.0,Hybrid,Automatic,10800.0,11,11727.272727272728
Mitsubishi,Rare,2000,Sedan,150000.0,1800.0,Petrol,Manual,3350.0,22,6818.181818181818
Opel,Astra,2011,Universal,219000.0,1300.0,Diesel,Manual,5600.0,11,19909.090909090908
Nissan,Primera,2000,Sedan,189000.0,2000.0,Petrol,Manual,1300.0,22,8590.90909090909
Toyota,Auris,2013,Hatchback,65000.0,1800.0,Hybrid,Automatic,5500.0,9,7222.222222222223
Renault,Rare,2006,Hatchback,125000.0,2200.0,Diesel,Manual,2250.0,16,7812.5
Ford,C-Max,2008,Universal,123000.0,1800.0,Diesel,Manual,3300.0,14,8785.714285714286
Chevrolet,Rare,2002,SUV,132000.0,4200.0,Metan/Propan,Manual,3300.0,20,6600.0
Toyota,Rare,2006,Hatchback,45000.0,1000.0,Petrol,Automatic,2100.0,16,2812.5
Ford,Kuga,2017,Crossover,98000.0,2000.0,Petrol,Automatic,8900.0,5,19600.0
Toyota,Corolla,2008,Sedan,165000.0,1400.0,Diesel,Manual,3900.0,14,11785.714285714286
Volkswagen,Rare,2002,Sedan,189000.0,2000.0,Petrol,Manual,1600.0,20,9450.0
Honda,Rare,2009,Hatchback,125000.0,1400.0,Petrol,Manual,2700.0,13,9615.384615384615
Opel,Astra,2014,Universal,200000.0,1300.0,Diesel,Manual,7000.0,8,25000.0
Rare,Rare,2009,Sedan,125000.0,1600.0,Petrol,Manual,2200.0,13,9615.384615384615
Nissan,Micra,2004,Hatchback,145000.0,1200.0,Petrol,Manual,1500.0,18,8055.555555555556
Audi,A6,2008,Sedan,132000.0,2000.0,Petrol,Manual,5200.0,14,9428.57142857143
Renault,Kadjar,2015,Crossover,56000.0,1500.0,Diesel,Automatic,8700.0,7,8000.0
Toyota,Auris,2014,Hatchback,78000.0,1800.0,Hybrid,Manual,6700.0,8,9750.0
Hyundai,Matrix,2007,Hatchback,111000.0,1500.0,Diesel,Manual,2000.0,15,7400.0
Volvo,XC90,2015,SUV,145000.0,1969.0,Diesel,Automatic,17500.0,7,20714.285714285714
Honda,Accord,1995,Sedan,156000.0,2000.0,Petrol,Manual,700.0,27,5777.777777777777
Volkswagen,Polo,2007,Hatchback,132000.0,1400.0,Petrol,Manual,2300.0,15,8800.0
Mercedes,C Class,2008,Universal,165000.0,1800.0,Petrol,Automatic,4900.0,14,11785.714285714286
Fiat,Rare,2004,Hatchback,123000.0,1600.0,Petrol,Manual,1300.0,18,6833.333333333333
Chrysler,Rare,2004,Sedan,159000.0,2000.0,Petrol,Automatic,1400.0,18,8833.333333333334
Renault,Rare,2013,Sedan,156000.0,1000.0,Electric,Automatic,5300.0,9,17333.333333333332
Toyota,C-HR,2020,SUV,13600.0,1200.0,Petrol,Automatic,18400.0,2,6800.0
KIA,Sorento,2012,SUV,156000.0,2200.0,Diesel,Automatic,7900.0,10,15600.0
Toyota,Land Cruiser,2016,SUV,45000.0,4500.0,Diesel,Manual,20500.0,6,7500.0
Nissan,Qashqai,2013,Crossover,85000.0,1500.0,Diesel,Manual,6900.0,9,9444.444444444445
Opel,Zafira,2008,Minivan,123000.0,1900.0,Diesel,Manual,3300.0,14,8785.714285714286
Ford,Transit Connect,2009,Minivan,135000.0,1800.0,Diesel,Manual,3000.0,13,10384.615384615385
Mitsubishi,Outlander,2007,SUV,154000.0,2000.0,Metan/Propan,Manual,3500.0,15,10266.666666666666
Citroen,Rare,2013,Sedan,92000.0,1200.0,Petrol,Manual,3700.0,9,10222.222222222223
Volkswagen,Passat,2006,Universal,156000.0,1900.0,Diesel,Manual,3900.0,16,9750.0
Mercedes,E Class,2004,Sedan,135000.0,2200.0,Diesel,Manual,4500.0,18,7500.0
Skoda,Fabia,2012,Hatchback,156200.0,1200.0,Petrol,Manual,4799.0,10,15620.0
Lexus,IS Series,2006,Sedan,230000.0,2200.0,Diesel,Manual,8799.0,16,14375.0
Audi,100,1993,Sedan,285000.0,2600.0,Petrol,Manual,1900.0,29,9827.586206896553
Mitsubishi,Rare,2002,Minivan,300000.0,1300.0,Petrol,Manual,2300.0,20,15000.0
Rover,Rare,1998,Sedan,333000.0,2000.0,Diesel,Manual,2500.0,24,13875.0
Volkswagen,Polo,2004,Hatchback,223030.0,1200.0,Petrol,Manual,2500.0,18,12390.555555555555
Hyundai,ix35,2013,Crossover,74700.0,1998.0,Petrol,Automatic,11399.0,9,8300.0
Volvo,Rare,1986,Sedan,165000.0,2400.0,Diesel,Automatic,2000.0,36,4583.333333333333
Skoda,Octavia,2004,Universal,390000.0,1400.0,Metan/Propan,Manual,2150.0,18,21666.666666666668
BMW,3 Series,2006,Sedan,380000.0,2000.0,Diesel,Manual,6300.0,16,23750.0
Volkswagen,Polo,2004,Hatchback,281000.0,1422.0,Diesel,Manual,2600.0,18,15611.111111111111
Toyota,Urban Cruiser,2013,Hatchback,144000.0,1800.0,Metan/Propan,Automatic,8950.0,9,16000.0
Toyota,Rare,1989,Hatchback,555000.0,2000.0,Diesel,Manual,900.0,33,16818.18181818182
Mercedes,Rare,2006,Sedan,186543.0,4800.0,Petrol,Automatic,12000.0,16,11658.9375
Honda,Civic,1998,Universal,315000.0,1400.0,Petrol,Manual,2250.0,24,13125.0
Chevrolet,Aveo,2014,Sedan,212500.0,1229.0,Petrol,Manual,5200.0,8,26562.5
Skoda,Superb,2011,Universal,190000.0,200.0,Diesel,Automatic,10000.0,11,17272.727272727272
BMW,X5,2002,SUV,240000.0,2926.0,Diesel,Automatic,9600.0,20,12000.0
Dacia,Logan,2010,Sedan,140000.0,1400.0,Metan/Propan,Manual,2250.0,12,11666.666666666666
Volkswagen,Golf,2009,Hatchback,165000.0,2000.0,Diesel,Automatic,11800.0,13,12692.307692307691
Peugeot,Rare,2001,Universal,355000.0,1800.0,Petrol,Manual,1599.0,21,16904.761904761905
BMW,7 Series,2004,Sedan,420000.0,2996.0,Diesel,Automatic,5200.0,18,23333.333333333332
Mitsubishi,Lancer,2004,Sedan,140000.0,1600.0,Petrol,Manual,3600.0,18,7777.777777777777
Toyota,Avensis,2004,Universal,150000.0,1800.0,Metan/Propan,Manual,5100.0,18,8333.333333333334
Honda,Civic,1995,Hatchback,383347.0,1590.0,Petrol,Manual,1500.0,27,14198.037037037036
Renault,Megane,2015,Hatchback,115000.0,1500.0,Diesel,Automatic,4500.0,7,16428.571428571428
Hyundai,Tucson,2008,Crossover,163000.0,2000.0,Diesel,Manual,4999.0,14,11642.857142857143
Toyota,Avensis Verso,2005,Minivan,230000.0,2000.0,Diesel,Manual,5200.0,17,13529.411764705883
Renault,Scenic,2000,Universal,200000.0,1900.0,Diesel,Manual,2600.0,22,9090.90909090909
Volkswagen,Golf,1998,Hatchback,268000.0,1400.0,Petrol,Manual,2450.0,24,11166.666666666666
Skoda,Octavia,2011,Universal,188000.0,2000.0,Diesel,Manual,8399.0,11,17090.909090909092
BMW,5 Series,2013,Sedan,130000.0,2000.0,Petrol,Automatic,16000.0,9,14444.444444444445
Lexus,Rare,2020,Crossover,9603.0,2000.0,Hybrid,Automatic,22400.0,2,4801.5
Audi,80,1993,Universal,3956.0,600.0,Petrol,Automatic,2200.0,29,136.41379310344828
Honda,Accord,2015,Sedan,130000.0,2000.0,Hybrid,Automatic,11990.0,7,18571.428571428572
Opel,Corsa,2003,Coupe,211000.0,989.0,Petrol,Manual,2000.0,19,11105.263157894737
Lexus,GS Series,2007,Sedan,145000.0,3500.0,Petrol,Automatic,11500.0,15,9666.666666666666
Audi,Q7,2015,Crossover,240000.0,2993.0,Diesel,Automatic,39999.0,7,34285.71428571428
Mercedes,Vito,2009,Microvan,223868.0,2200.0,Diesel,Automatic,9999.0,13,17220.615384615383
Audi,A6,2003,Sedan,30000.0,2500.0,Diesel,Manual,4500.0,19,1578.9473684210527
Volkswagen,Jetta,2013,Sedan,120000.0,1400.0,Hybrid,Automatic,9600.0,9,13333.333333333334
Renault,Megane,2013,Universal,199890.0,1498.0,Diesel,Manual,7500.0,9,22210.0
Mitsubishi,Rare,2000,Minivan,287000.0,200.0,Petrol,Manual,2150.0,22,13045.454545454546
Mitsubishi,Outlander,2013,SUV,96000.0,2000.0,Plug-in Hybrid,Automatic,13999.0,9,10666.666666666666
Renault,Megane,2011,Universal,197108.0,1500.0,Diesel,Manual,5600.0,11,17918.909090909092
Hyundai,ix35,2010,Crossover,184000.0,2000.0,Diesel,Automatic,12500.0,12,15333.333333333334
Volkswagen,Tiguan,2009,SUV,198000.0,1980.0,Diesel,Automatic,12500.0,13,15230.76923076923
Volkswagen,Passat CC,2010,Coupe,210000.0,1998.0,Petrol,Automatic,7800.0,12,17500.0
Volkswagen,Touareg,2004,Crossover,270000.0,2500.0,Diesel,Automatic,7999.0,18,15000.0
Mercedes,C Class,2010,Universal,185000.0,1800.0,Petrol,Automatic,8799.0,12,15416.666666666666
Opel,Astra,2014,Universal,157000.0,1300.0,Diesel,Manual,7900.0,8,19625.0
Renault,Grand Scenic,2006,Minivan,300000.0,1500.0,Diesel,Manual,3500.0,16,18750.0
Volkswagen,Vento,1993,Sedan,250000.0,2000.0,Metan/Propan,Manual,1500.0,29,8620.689655172413
BMW,5 Series,2001,Sedan,255000.0,2926.0,Diesel,Automatic,2800.0,21,12142.857142857143
Volkswagen,Passat,2004,Sedan,244000.0,1600.0,Petrol,Manual,3700.0,18,13555.555555555555
Renault,Kangoo,2012,Combi,203000.0,1500.0,Diesel,Manual,4600.0,10,20300.0
Volkswagen,Caddy,2017,Universal,70000.0,1400.0,Metan/Propan,Manual,10800.0,5,14000.0
Toyota,Rav 4,2005,Crossover,140000.0,2400.0,Metan/Propan,Automatic,6500.0,17,8235.29411764706
Volkswagen,Passat,2000,Universal,250000.0,1900.0,Diesel,Manual,1500.0,22,11363.636363636364
Mitsubishi,Lancer,1989,Sedan,24000.0,1500.0,Petrol,Manual,1100.0,33,727.2727272727273
Volkswagen,Sharan,2006,Minivan,190000.0,1900.0,Diesel,Manual,5399.0,16,11875.0
Nissan,Almera,2007,Hatchback,187000.0,1500.0,Petrol,Automatic,2350.0,15,12466.666666666666
Opel,Zafira,2009,Minivan,187000.0,1800.0,Petrol,Manual,4000.0,13,14384.615384615385
BMW,3 Series,2005,Sedan,190000.0,1800.0,Metan/Propan,Manual,3999.0,17,11176.470588235294
BMW,3 Series,2006,Sedan,300000.0,2000.0,Diesel,Manual,7000.0,16,18750.0
Mitsubishi,Rare,2008,Pickup,175000.0,2500.0,Diesel,Manual,10000.0,14,12500.0
Nissan,Qashqai,2014,SUV,160000.0,1600.0,Diesel,Automatic,10500.0,8,20000.0
Mercedes,Vito,2000,Minivan,345678.0,2200.0,Diesel,Manual,3250.0,22,15712.636363636364
Honda,CR-V,2013,SUV,151000.0,2200.0,Diesel,Automatic,17500.0,9,16777.777777777777
Honda,CR-V,2007,SUV,209000.0,1997.0,Metan/Propan,Manual,9000.0,15,13933.333333333334
Volkswagen,Passat CC,2012,Sedan,206000.0,200.0,Diesel,Manual,11800.0,10,20600.0
Ford,Fiesta,2007,Hatchback,153000.0,1400.0,Petrol,Automatic,3500.0,15,10200.0
Skoda,Octavia,2013,Sedan,1111.0,1600.0,Diesel,Automatic,10000.0,9,123.44444444444444
Toyota,Avalon,2013,Sedan,165000.0,2500.0,Hybrid,Automatic,14000.0,9,18333.333333333332
Mercedes,Vito,2010,Microvan,240000.0,2200.0,Diesel,Manual,10000.0,12,20000.0
Skoda,Fabia,2010,Hatchback,255000.0,1200.0,Petrol,Manual,3500.0,12,21250.0
Mitsubishi,Rare,2015,Hatchback,44000.0,1200.0,Petrol,Manual,4000.0,7,6285.714285714285
Toyota,Rav 4,2012,SUV,125800.0,2000.0,Petrol,Manual,7300.0,10,12580.0
Volkswagen,Golf,2006,Hatchback,160000.0,1400.0,Petrol,Manual,3100.0,16,10000.0
Skoda,Octavia,2015,Universal,120000.0,2000.0,Diesel,Automatic,14900.0,7,17142.85714285714
Ford,Fiesta,2009,Hatchback,156000.0,1400.0,Petrol,Automatic,3700.0,13,12000.0
BMW,X5,2007,SUV,140000.0,2996.0,Petrol,Automatic,16500.0,15,9333.333333333334
Ford,Rare,2006,Minivan,123000.0,1900.0,Diesel,Manual,3200.0,16,7687.5
Chevrolet,Aveo,2008,Sedan,126000.0,1200.0,Petrol,Manual,1300.0,14,9000.0
Skoda,Rare,2012,Crossover,150000.0,1198.0,Petrol,Automatic,7500.0,10,15000.0
Mercedes,Series (W124),1993,Sedan,135000.0,2200.0,Metan/Propan,Automatic,3500.0,29,4655.172413793103
Mitsubishi,Lancer,2010,Sedan,112000.0,2000.0,Petrol,Automatic,3500.0,12,9333.333333333334
Seat,Rare,2001,Hatchback,123000.0,1000.0,Petrol,Manual,1300.0,21,5857.142857142857
Toyota,Rare,2015,Hatchback,65000.0,1500.0,Hybrid,Automatic,5300.0,7,9285.714285714286
Toyota,Auris,2012,Hatchback,220001.0,1400.0,Diesel,Manual,7000.0,10,22000.1
Renault,Megane,2006,Sedan,159600.0,1500.0,Diesel,Manual,1850.0,16,9975.0
Volkswagen,Tiguan,2015,Microvan,65000.0,2000.0,Diesel,Automatic,9200.0,7,9285.714285714286
Suzuki,Rare,2011,Hatchback,111000.0,1600.0,Petrol,Automatic,4350.0,11,10090.90909090909
Nissan,Micra,2000,Hatchback,135000.0,1300.0,Petrol,Manual,1150.0,22,6136.363636363636
Honda,Civic,2004,Hatchback,170000.0,1600.0,Petrol,Manual,2550.0,18,9444.444444444445
Hyundai,Santa FE,2014,SUV,135000.0,2000.0,Petrol,Automatic,11500.0,8,16875.0
Rare,Rare,1971,SUV,288123.0,2700.0,Petrol,Manual,650.0,51,5649.470588235294
Hyundai,Accent,2018,Sedan,24000.0,1400.0,Petrol,Automatic,9500.0,4,6000.0
Volkswagen,Golf,1999,Hatchback,242332.0,1900.0,Diesel,Automatic,1350.0,23,10536.173913043478
Subaru,Rare,2008,Sedan,132000.0,2000.0,Petrol,Automatic,3750.0,14,9428.57142857143
Ford,Focus,2007,Hatchback,140000.0,1600.0,Petrol,Manual,2550.0,15,9333.333333333334
Opel,Corsa,2000,Hatchback,125000.0,1200.0,Petrol,Manual,990.0,22,5681.818181818182
Hyundai,Rare,2009,Hatchback,124000.0,1600.0,Petrol,Automatic,3400.0,13,9538.461538461539
Toyota,Rav 4,2004,SUV,123500.0,2000.0,Diesel,Manual,4200.0,18,6861.111111111111
Renault,Rare,2010,Sedan,125000.0,1500.0,Diesel,Manual,3300.0,12,10416.666666666666
Fiat,Rare,2008,Hatchback,125000.0,1400.0,Petrol,Manual,2400.0,14,8928.57142857143
Dacia,Duster,2012,Crossover,178000.0,1500.0,Diesel,Manual,5999.0,10,17800.0
Opel,Corsa,2004,Hatchback,125000.0,1300.0,Diesel,Manual,2150.0,18,6944.444444444444
Nissan,Qashqai,2016,Crossover,23000.0,1200.0,Petrol,Automatic,9200.0,6,3833.3333333333335
Honda,CR-V,2016,Crossover,156000.0,2200.0,Diesel,Automatic,12500.0,6,26000.0
Chevrolet,Rare,2007,Sedan,158000.0,1400.0,Petrol,Manual,1500.0,15,10533.333333333334
Nissan,Rare,2005,Microvan,230000.0,1800.0,Metan/Propan,Manual,1300.0,17,13529.411764705883
Jeep,Rare,2012,SUV,110000.0,2400.0,Metan/Propan,Automatic,10500.0,10,11000.0
Renault,Rare,2005,Hatchback,112000.0,2000.0,Petrol,Automatic,2100.0,17,6588.235294117647
KIA,Rare,2018,Hatchback,14000.0,1400.0,Petrol,Automatic,7300.0,4,3500.0
Nissan,X-Trail,2015,Crossover,68000.0,1600.0,Diesel,Automatic,10500.0,7,9714.285714285714
Nissan,Qashqai,2015,Crossover,206673.0,1600.0,Diesel,Manual,13600.0,7,29524.714285714286
Audi,A4,2014,Sedan,125000.0,2000.0,Petrol,Automatic,7900.0,8,15625.0
Honda,Accord,2016,Sedan,32000.0,2000.0,Hybrid,Automatic,10500.0,6,5333.333333333333
Volkswagen,Passat,2008,Universal,20600.0,1400.0,Petrol,Manual,5200.0,14,1471.4285714285713
Honda,Accord,2008,Sedan,150000.0,2400.0,Petrol,Automatic,7900.0,14,10714.285714285714
Mercedes,Series (W124),1994,Sedan,400000.0,2000.0,Petrol,Manual,2200.0,28,14285.714285714286
Volkswagen,Jetta,2009,Sedan,145000.0,1400.0,Petrol,Automatic,3300.0,13,11153.846153846154
Volvo,Rare,2006,Sedan,125000.0,1800.0,Petrol,Automatic,3700.0,16,7812.5
Citroen,C3,2015,Hatchback,89000.0,1400.0,Petrol,Automatic,3700.0,7,12714.285714285714
Vaz,2107,1993,Combi,158883.0,1300.0,Metan/Propan,Manual,550.0,29,5478.724137931034
Volkswagen,Golf,2010,Hatchback,125000.0,1400.0,Petrol,Manual,3500.0,12,10416.666666666666
Audi,Q5,2010,Crossover,89000.0,2000.0,Petrol,Automatic,7900.0,12,7416.666666666667
Toyota,Corolla,2008,Sedan,98000.0,1600.0,Petrol,Automatic,4150.0,14,7000.0
Toyota,Corolla Verso,2007,Hatchback,123000.0,2200.0,Diesel,Manual,3800.0,15,8200.0
Citroen,Rare,2010,Universal,224600.0,2000.0,Diesel,Manual,6500.0,12,18716.666666666668
Volkswagen,Caddy,2006,Minivan,156000.0,1900.0,Diesel,Manual,3350.0,16,9750.0
Audi,A4,2002,Universal,267486.0,2000.0,Petrol,Manual,2900.0,20,13374.3
Audi,A8,2006,Sedan,250000.0,4200.0,Metan/Propan,Automatic,14500.0,16,15625.0
Mazda,Rare,2003,Sedan,250000.0,1400.0,Diesel,Manual,2600.0,19,13157.894736842105
BMW,5 Series,2004,Sedan,219599.0,3000.0,Diesel,Automatic,8700.0,18,12199.944444444445
Toyota,Auris,2013,Hatchback,272000.0,2000.0,Diesel,Manual,6700.0,9,30222.222222222223
BMW,5 Series,2012,Universal,250000.0,1994.0,Diesel,Automatic,16900.0,10,25000.0
Rare,Altele,2010,Hatchback,81000.0,998.0,Petrol,Manual,2550.0,12,6750.0
Ford,Mondeo,2009,Sedan,121000.0,2300.0,Petrol,Automatic,5200.0,13,9307.692307692309
Nissan,Almera,1996,Hatchback,250000.0,1400.0,Petrol,Manual,1600.0,26,9615.384615384615
BMW,5 Series,2002,Sedan,357000.0,1951.0,Diesel,Manual,4500.0,20,17850.0
Mercedes,Vito,2010,Minivan,27800.0,3000.0,Diesel,Automatic,11500.0,12,2316.6666666666665
Mercedes,E Class,2005,Sedan,300000.0,3200.0,Diesel,Automatic,1500.0,17,17647.058823529413
Mercedes,E Class,1994,Sedan,397300.0,2000.0,Petrol,Manual,2800.0,28,14189.285714285714
Ford,Rare,2019,Crossover,14000.0,2700.0,Petrol,Automatic,23000.0,3,4666.666666666667
Toyota,Auris,2015,Combi,160000.0,1400.0,Diesel,Manual,8999.0,7,22857.14285714286
Opel,Vectra,1993,Sedan,33300.0,1800.0,Petrol,Manual,1100.0,29,1148.2758620689656
BMW,Rare,2020,Sedan,2700.0,2998.0,Petrol,Automatic,87900.0,2,1350.0
Toyota,Rare,2010,Minivan,209452.0,1800.0,Metan/Propan,Manual,8200.0,12,17454.333333333332
Opel,Astra,2000,Universal,267000.0,1600.0,Petrol,Manual,900.0,22,12136.363636363636
Toyota,Rare,1998,Minivan,290000.0,2000.0,Metan/Propan,Manual,3200.0,24,12083.333333333334
Skoda,Fabia,2004,Sedan,280000.0,1400.0,Diesel,Manual,2900.0,18,15555.555555555555
Volkswagen,Passat,1999,Universal,350000.0,1900.0,Diesel,Manual,3700.0,23,15217.391304347826
Ford,Fusion,2014,Sedan,152000.0,2000.0,Hybrid,Automatic,11290.0,8,19000.0
Audi,A6,2007,Sedan,187000.0,2000.0,Petrol,Manual,5300.0,15,12466.666666666666
BMW,3 Series,2010,Sedan,150000.0,2000.0,Diesel,Automatic,7000.0,12,12500.0
Opel,Meriva,2011,Hatchback,140000.0,1300.0,Diesel,Manual,3500.0,11,12727.272727272728
KIA,Ceed,2009,Hatchback,150000.0,1600.0,Metan/Propan,Automatic,3300.0,13,11538.461538461539
Opel,Astra,2014,Sedan,108000.0,1600.0,Diesel,Manual,8700.0,8,13500.0
BMW,5 Series,2008,Sedan,180000.0,3500.0,Diesel,Automatic,13000.0,14,12857.142857142857
Honda,CR-V,2003,SUV,300000.0,2000.0,Metan/Propan,Manual,6500.0,19,15789.473684210527
Dacia,Rare,2014,Universal,96000.0,1600.0,Petrol,Manual,4900.0,8,12000.0
Nissan,Qashqai+2,2010,SUV,189000.0,1500.0,Diesel,Manual,8300.0,12,15750.0
Ford,Fusion,2004,Universal,168000.0,1400.0,Petrol,Manual,2950.0,18,9333.333333333334
Volkswagen,Passat,2002,Universal,275000.0,1900.0,Diesel,Manual,4900.0,20,13750.0
Renault,Megane,2004,Sedan,280000.0,1500.0,Diesel,Manual,2200.0,18,15555.555555555555
Mitsubishi,Outlander,2005,Crossover,205000.0,2000.0,Petrol,Manual,6300.0,17,12058.823529411764
Skoda,Octavia,2011,Hatchback,250000.0,1600.0,Petrol,Manual,5500.0,11,22727.272727272728
Mercedes,E Class,2001,Sedan,250000.0,2700.0,Diesel,Automatic,3750.0,21,11904.761904761905
Audi,A6,2002,Universal,362000.0,2496.0,Diesel,Manual,4850.0,20,18100.0
Mercedes,E Class,2008,Sedan,150000.0,2000.0,Diesel,Automatic,9500.0,14,10714.285714285714
Ford,Rare,2012,Crossover,160000.0,2000.0,Petrol,Automatic,14350.0,10,16000.0
Hyundai,Accent,1995,Sedan,360000.0,1500.0,Petrol,Manual,850.0,27,13333.333333333334
Opel,Corsa,2003,Hatchback,248000.0,1700.0,Diesel,Manual,2999.0,19,13052.631578947368
Opel,Astra,2012,Universal,210000.0,1362.0,Petrol,Manual,6500.0,10,21000.0
Ford,Fusion,2016,Sedan,31500.0,2000.0,Hybrid,Automatic,12500.0,6,5250.0
Dacia,Logan Mcv,2007,Universal,241000.0,1598.0,Metan/Propan,Manual,3500.0,15,16066.666666666666
Toyota,Yaris,2015,Sedan,55000.0,1496.0,Petrol,Automatic,8850.0,7,7857.142857142857
Mercedes,Rare,2003,Coupe,360595.0,1796.0,Petrol,Manual,5999.0,19,18978.684210526317
Volkswagen,Golf,1984,Hatchback,11111.0,1300.0,Petrol,Manual,800.0,38,292.39473684210526
Renault,Megane,2010,Universal,213000.0,1500.0,Diesel,Manual,5200.0,12,17750.0
Mazda,6,2004,Universal,370000.0,2000.0,Diesel,Manual,2750.0,18,20555.555555555555
Audi,A6,2002,Sedan,359000.0,2500.0,Diesel,Manual,5000.0,20,17950.0
Volvo,XC60,2013,Crossover,189700.0,2400.0,Diesel,Automatic,18900.0,9,21077.777777777777
KIA,Sorento,2007,SUV,278000.0,2500.0,Diesel,Automatic,6000.0,15,18533.333333333332
Vaz,2106,1989,Sedan,55555.0,1435.0,Petrol,Manual,650.0,33,1683.4848484848485
Toyota,Rare,2015,Minivan,60000.0,1800.0,Hybrid,Automatic,11500.0,7,8571.42857142857
Dacia,Lodgy,2013,Minivan,175000.0,1500.0,Diesel,Manual,7399.0,9,19444.444444444445
Dacia,Lodgy,2013,Universal,146000.0,1200.0,Metan/Propan,Manual,6150.0,9,16222.222222222223
Jaguar,Rare,2018,Crossover,30000.0,2000.0,Petrol,Automatic,20000.0,4,7500.0
Audi,A4,2001,Sedan,290000.0,200.0,Petrol,Automatic,2800.0,21,13809.52380952381
Ford,Fusion,2007,Hatchback,201259.0,1400.0,Petrol,Manual,3800.0,15,13417.266666666666
Mercedes,C Class,1995,Sedan,123456.0,2200.0,Petrol,Automatic,2800.0,27,4572.444444444444
Dacia,Logan Mcv,2008,Universal,130000.0,1466.0,Diesel,Manual,3600.0,14,9285.714285714286
BMW,3 Series,1995,Sedan,248966.0,1800.0,Petrol,Manual,2000.0,27,9220.962962962964
Renault,Kangoo,2014,Minivan,169000.0,1500.0,Diesel,Manual,6990.0,8,21125.0
Ford,Focus,2003,Minivan,123654.0,1800.0,Diesel,Manual,1600.0,19,6508.105263157895
Mercedes,E Class,1996,Sedan,4800.0,200.0,Metan/Propan,Manual,3000.0,26,184.6153846153846
Peugeot,Rare,1994,Hatchback,100000.0,1100.0,Petrol,Manual,800.0,28,3571.4285714285716
Seat,Ibiza,2011,Sedan,180000.0,1200.0,Diesel,Manual,5100.0,11,16363.636363636364
Renault,Megane,2006,Universal,250000.0,1500.0,Diesel,Manual,2390.0,16,15625.0
Vaz,2121niva,2016,Crossover,99555.0,2000.0,Petrol,Manual,6500.0,6,16592.5
Vaz,2121niva,2012,SUV,44400.0,1800.0,Petrol,Manual,5500.0,10,4440.0
Skoda,Superb,2010,Sedan,208223.0,1400.0,Petrol,Manual,8299.0,12,17351.916666666668
Volkswagen,Polo,1991,Hatchback,300000.0,1000.0,Petrol,Manual,1100.0,31,9677.41935483871
Toyota,Auris,2015,Universal,170000.0,1400.0,Diesel,Manual,9100.0,7,24285.714285714286
Volkswagen,Transporter,2013,Minivan,289525.0,2000.0,Diesel,Manual,8999.0,9,32169.444444444445
